Cannot create loan until application is approved,لا يمكن إنشاء قرض حتى تتم الموافقة على الطلب,
Cannot find a matching Item. Please select some other value for {0}.,لا يمكن العثور على صنف مطابق. يرجى اختيار قيمة أخرى ل {0}.,
"Cannot overbill for Item {0} in row {1} more than {2}. To allow over-billing, please set allowance in Accounts Settings",لا يمكن زيادة حجم العنصر {0} في الصف {1} أكثر من {2}. للسماح بالإفراط في الفوترة ، يرجى تعيين بدل في إعدادات الحسابات,
Cannot unpledge more than {0} qty of {0},لا يمكن إلغاء ضغط أكثر من {0} الكمية من {0},
"Capacity Planning Error, planned start time can not be same as end time",خطأ في تخطيط السعة ، لا يمكن أن يكون وقت البدء المخطط له هو نفسه وقت الانتهاء,
Categories,التصنيفات,
Changes in {0},التغييرات في {0},
Chart,الرسم البياني,
Choose a corresponding payment,اختيار الدفع المقابل,
Click on the link below to verify your email and confirm the appointment,انقر على الرابط أدناه للتحقق من بريدك الإلكتروني وتأكيد الموعد,
Close,إغلاق,
Communication,الاتصالات,
Compact Item Print,دمج بند الطباعة,
Company,الشركة,
Company of asset {0} and purchase document {1} doesn't matches.,شركة الأصل {0} ووثيقة الشراء {1} غير متطابقين.,
Compare BOMs for changes in Raw Materials and Operations,قارن BOMs للتغييرات في المواد الخام والعمليات,
Compare List function takes on list arguments,تأخذ وظيفة قائمة المقارنة قائمة الوسائط,
Complete,اكمال,
Completed,مكتملة,
Completed Quantity,الكمية المكتملة,
Connect your Exotel Account to ERPNext and track call logs,قم بتوصيل حسابك في Exotel بـ ERPNext وتتبع سجلات المكالمات,
Connect your bank accounts to ERPNext,قم بتوصيل حساباتك البنكية بـ ERPNext,
Contact Seller,تواصل مع البائع,
Continue,استمر,
Cost Center: {0} does not exist,مركز التكلفة: {0} غير موجود,
Couldn't Set Service Level Agreement {0}.,لا يمكن تعيين اتفاقية مستوى الخدمة {0}.,
Country,الدولة,
Country Code in File does not match with country code set up in the system,رمز البلد في الملف لا يتطابق مع رمز البلد الذي تم إعداده في النظام,
Create New Contact,إنشاء اتصال جديد,
Create New Lead,إنشاء قيادة جديدة,
Create Pick List,إنشاء قائمة انتقاء,
Create Quality Inspection for Item {0},إنشاء فحص الجودة للعنصر {0},
Creating Accounts...,إنشاء حسابات ...,
Creating bank entries...,إنشاء إدخالات بنكية ...,
Creating {0},إنشاء {0},
Credit limit is already defined for the Company {0},تم تحديد حد الائتمان بالفعل للشركة {0},
Ctrl + Enter to submit,Ctrl + Enter للتقديم,
Ctrl+Enter to submit,Ctrl + Enter للإرسال,
Currency,العملة,
Current Status,الحالة الحالية,
Customer PO,PO العملاء,
Customize,تطوير,
Daily,يوميا,
Date,تاريخ,
Date Range,نطاق الموعد,
Date of Birth cannot be greater than Joining Date.,لا يمكن أن يكون تاريخ الميلاد أكبر من تاريخ الانضمام.,
Dear,العزيز,
Default,الافتراضي,
Define coupon codes.,تحديد رموز القسيمة.,
Delayed Days,الأيام المتأخرة,
Delete,حذف,
Delivered Quantity,كمية تسليمها,
Delivery Notes,مذكرات التسليم,
Depreciated Amount,المبلغ المستهلك,
Description,الوصف,
Designation,تخصص,
Difference Value,قيمة الفرق,
Dimension Filter,مرشح البعد,
Disabled,معطل,
Disbursed Amount cannot be greater than loan amount,لا يمكن أن يكون المبلغ المصروف أكبر من مبلغ القرض,
Disbursement and Repayment,الصرف والسداد,
Distance cannot be greater than 4000 kms,لا يمكن أن تكون المسافة أكبر من 4000 كيلومتر,
Do you want to submit the material request,هل ترغب في تقديم طلب المواد,
Doctype,Doctype,
Document {0} successfully uncleared,تم حذف الوثيقة {0} بنجاح,
Download Template,تحميل الوثيقة,
Dr,Dr,
Due Date,تاريخ الدفع,
Duplicate,أخذ نسخة,
Duplicate Project with Tasks,مشروع مكرر مع المهام,
Duplicate project has been created,تم إنشاء مشروع مكرر,
E-Way Bill JSON can only be generated from a submitted document,لا يمكن إنشاء الفاتورة الإلكترونية JSON إلا من وثيقة مقدمة,
E-Way Bill JSON can only be generated from submitted document,لا يمكن إنشاء فاتورة JSON الإلكترونية إلا من الوثيقة المقدم,
E-Way Bill JSON cannot be generated for Sales Return as of now,لا يمكن إنشاء الفاتورة الإلكترونية JSON لعائد المبيعات اعتبارًا من الآن,
ERPNext could not find any matching payment entry,تعذر على ERPNext العثور على أي إدخال دفع مطابق,
Earliest Age,أقدم عمر,
Edit Details,عدل التفاصيل,
Edit Profile,تعديل الملف الشخصي,
Either GST Transporter ID or Vehicle No is required if Mode of Transport is Road,يلزم تقديم معرف ناقل GST أو السيارة رقم إذا كان وضع النقل هو الطريق,
Email,البريد الإلكتروني,
Email Campaigns,حملات البريد الإلكتروني,
Employee ID is linked with another instructor,معرف الموظف مرتبط بمعلم آخر,
Employee Tax and Benefits,ضريبة الموظف وفوائده,
Employee is required while issuing Asset {0},الموظف مطلوب أثناء إصدار الأصول {0},
Employee {0} does not belongs to the company {1},الموظف {0} لا ينتمي للشركة {1},
Enable Auto Re-Order,تمكين إعادة الطلب التلقائي,
End Date of Agreement can't be less than today.,لا يمكن أن يكون تاريخ انتهاء الاتفاقية أقل من اليوم.,
End Time,وقت الانتهاء,
Energy Point Leaderboard,المتصدرين نقطة الطاقة,
Enter API key in Google Settings.,أدخل مفتاح API في إعدادات Google.,
Enter Supplier,أدخل المورد,
Enter Value,أدخل القيمة,
Entity Type,نوع الكيان,
Error,خطأ,
Error in Exotel incoming call,خطأ في Exotel مكالمة واردة,
Error: {0} is mandatory field,الخطأ: {0} هو حقل إلزامي,
Event Link,رابط الحدث,
Exception occurred while reconciling {0},حدث استثناء أثناء التوفيق {0},
Expected and Discharge dates cannot be less than Admission Schedule date,لا يمكن أن تكون التواريخ المتوقعة والتفريغ أقل من تاريخ جدول القبول,
Expire Allocation,انتهاء صلاحية التخصيص,
Expired,انتهى,
Export,تصدير,
Export not allowed. You need {0} role to export.,الصادرات غير مسموح به. تحتاج {0} صلاحية التصدير.,
Failed to add Domain,فشل في اضافة النطاق,
Fetch Items from Warehouse,جلب العناصر من المستودع,
Fetching...,استيراد ...,
Field,الحقل,
File Manager,مدير الملفات,
Filters,فلاتر,
Finding linked payments,العثور على المدفوعات المرتبطة,
Finished Product,منتج منتهي,
Finished Qty,الانتهاء من الكمية,
Fleet Management,إدارة المركبات,
Following fields are mandatory to create address:,الحقول التالية إلزامية لإنشاء العنوان:,
For Month,لمدة شهر,
"For item {0} at row {1}, count of serial numbers does not match with the picked quantity",بالنسبة للعنصر {0} في الصف {1} ، لا يتطابق عدد الأرقام التسلسلية مع الكمية المنتقاة,
For operation {0}: Quantity ({1}) can not be greter than pending quantity({2}),للتشغيل {0}: لا يمكن أن تكون الكمية ({1}) أكثر دقة من الكمية المعلقة ({2}),
For quantity {0} should not be greater than work order quantity {1},للكمية {0} يجب ألا تكون أكبر من كمية أمر العمل {1},
Free item not set in the pricing rule {0},عنصر حر غير مضبوط في قاعدة التسعير {0},
From Date and To Date are Mandatory,من تاريخ وتاريخ إلزامي,
From date can not be greater than than To date,من تاريخ لا يمكن أن يكون أكبر من إلى,
From employee is required while receiving Asset {0} to a target location,من الموظف مطلوب أثناء استلام الأصول {0} إلى الموقع المستهدف,
Fuel Expense,حساب الوقود,
Future Payment Amount,مبلغ الدفع المستقبلي,
Future Payment Ref,الدفع في المستقبل المرجع,
Future Payments,المدفوعات المستقبلية,
GST HSN Code does not exist for one or more items,رمز GST HSN غير موجود لعنصر واحد أو أكثر,
Generate E-Way Bill JSON,توليد بيل الطريق الإلكترونية جسون,
Get Items,احصل على البنود,
Get Outstanding Documents,الحصول على الوثائق المعلقة,
Goal,الهدف,
Greater Than Amount,أكبر من المبلغ,
Green,أخضر,
Group,مجموعة,
Group By Customer,المجموعة حسب العميل,
Group By Supplier,المجموعة حسب المورد,
Group Node,عقدة المجموعة,
Group Warehouses cannot be used in transactions. Please change the value of {0},لا يمكن استخدام مستودعات المجموعة في المعاملات. يرجى تغيير قيمة {0},
Help,مساعدة,
Help Article,صفحة المساعدة,
"Helps you keep tracks of Contracts based on Supplier, Customer and Employee",يساعدك على الحفاظ على مسارات العقود على أساس المورد والعملاء والموظفين,
Helps you manage appointments with your leads,يساعدك على إدارة المواعيد مع خيوطك,
Home,الصفحة الرئيسية,
IBAN is not valid,رقم الحساب البنكي الدولي غير صحيح,
Import Data from CSV / Excel files.,استيراد البيانات من ملفات CSV / Excel.,
In Progress,في تقدم,
Incoming call from {0},مكالمة واردة من {0},
Incorrect Warehouse,مستودع غير صحيح,
Interest Amount is mandatory,مبلغ الفائدة إلزامي,
Intermediate,متوسط,
Invalid Barcode. There is no Item attached to this barcode.,الباركود غير صحيح. لا يوجد عنصر مرفق بهذا الرمز الشريطي.,
Invalid credentials,بيانات الاعتماد غير صحيحة,
Invite as User,دعوة كمستخدم,
Issue Priority.,أولوية الإصدار.,
Issue Type.,نوع البلاغ.,
"It seems that there is an issue with the server's stripe configuration. In case of failure, the amount will get refunded to your account.",يبدو أن هناك مشكلة في تكوين شريطية للخادم. في حالة الفشل ، سيتم رد المبلغ إلى حسابك.,
Item Reported,الصنف المبلغ عنها,
Item listing removed,إزالة عنصر القائمة,
Item quantity can not be zero,كمية الصنف لا يمكن أن يكون صفرا,
Item taxes updated,تحديث بند الضرائب,
Item {0}: {1} qty produced. ,العنصر {0}: {1} الكمية المنتجة.,
Items are required to pull the raw materials which is associated with it.,العناصر مطلوبة لسحب المواد الخام المرتبطة بها.,
Joining Date can not be greater than Leaving Date,تاريخ الانضمام لا يمكن أن يكون أكبر من تاريخ المغادرة,
Lab Test Item {0} already exist,عنصر الاختبار المعملي {0} موجود بالفعل,
Last Issue,المسألة الأخيرة,
Latest Age,مرحلة متأخرة,
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,إجازة التطبيق مرتبطة بمخصصات الإجازة {0}. لا يمكن تعيين طلب الإجازة كإجازة بدون أجر,
Leaves Taken,الاجازات اتخذت,
Less Than Amount,أقل من المبلغ,
Liabilities,المطلوبات,
Loading...,تحميل ...,
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,يتجاوز مبلغ القرض الحد الأقصى لمبلغ القرض {0} وفقًا للأوراق المالية المقترحة,
Loan Applications from customers and employees.,طلبات القروض من العملاء والموظفين.,
Loan Disbursement,صرف قرض,
Loan Processes,عمليات القرض,
Loan Security,ضمان القرض,
Loan Security Pledge,رهن ضمان القرض,
Loan Security Pledge Company and Loan Company must be same,يجب أن تكون شركة تعهد قرض التأمين وشركة القرض هي نفسها,
Loan Security Pledge Created : {0},تعهد ضمان القرض: {0},
Loan Security Pledge already pledged against loan {0},تعهد ضمان القرض تعهد بالفعل مقابل قرض {0},
Loan Security Pledge is mandatory for secured loan,تعهد ضمان القرض إلزامي للحصول على قرض مضمون,
Loan Security Price,سعر ضمان القرض,
Loan Security Price overlapping with {0},سعر ضمان القرض متداخل مع {0},
Loan Security Unpledge,ارجاع ضمان القرض,
Loan Security Value,قيمة ضمان القرض,
Loan Type for interest and penalty rates,نوع القرض لأسعار الفائدة والعقوبة,
Loan amount cannot be greater than {0},لا يمكن أن يكون مبلغ القرض أكبر من {0},
Loan is mandatory,القرض إلزامي,
Loans,القروض,
Loans provided to customers and employees.,القروض المقدمة للعملاء والموظفين.,
Location,الموقع,
Log Type is required for check-ins falling in the shift: {0}.,نوع السجل مطلوب لتسجيلات الدخول في فترة الدوام: {0}.,
Looks like someone sent you to an incomplete URL. Please ask them to look into it.,يبدو مثل شخص أرسل لك إلى عنوان URL غير مكتمل. من فضلك اطلب منهم للنظر في ذلك.,
Make Journal Entry,اعداد إدخال دفتر اليومية,
Make Purchase Invoice,إنشاء فاتورة شراء,
Manufactured,المصنعة,
Mark Work From Home,حدد العمل من المنزل,
Master,السيد,
Max strength cannot be less than zero.,أقصى قوة لا يمكن أن يكون أقل من الصفر.,
Maximum attempts for this quiz reached!,وصلت محاولات الحد الأقصى لهذا الاختبار!,
Message,رسالة,
Missing Values Required,قيم مفقودة مطلوبة,
Mobile No,رقم الجوال,
Mobile Number,رقم الهاتف المحمول,
Month,الشهر,
Name,الاسم,
Near you,بالقرب منك,
Net Profit/Loss,صافي الربح (الخسارة,
New Expense,مصروف جديد,
New Invoice,فاتورة جديدة,
New Payment,دفع جديد,
New release date should be in the future,يجب أن يكون تاريخ الإصدار الجديد في المستقبل,
Newsletter,النشرة الإخبارية,
No Account matched these filters: {},لا يوجد حساب مطابق لهذه الفلاتر: {},
No Employee found for the given employee field value. '{}': {},لم يتم العثور على موظف لقيمة حقل الموظف المحدد. &#39;{}&#39;: {},
No Leaves Allocated to Employee: {0} for Leave Type: {1},لا أوراق مخصصة للموظف: {0} لنوع الإجازة: {1},
No communication found.,لا يوجد اتصال.,
No correct answer is set for {0},لم يتم تحديد إجابة صحيحة لـ {0},
No description,بدون وصف,
No issue has been raised by the caller.,لم يتم طرح مشكلة من قبل المتصل.,
No items to publish,لا توجد عناصر للنشر,
No outstanding invoices found,لم يتم العثور على فواتير معلقة,
No outstanding invoices found for the {0} {1} which qualify the filters you have specified.,لم يتم العثور على فواتير معلقة لـ {0} {1} والتي تؤهل المرشحات التي حددتها.,
No outstanding invoices require exchange rate revaluation,لا تتطلب الفواتير المستحقة إعادة تقييم سعر الصرف,
No reviews yet,لا توجد تعليقات حتى الآن,
No views yet,لا يوجد عرض حتى الآن,
Non stock items,البنود غير الأسهم,
Not Allowed,غير مسموح,
Not allowed to create accounting dimension for {0},غير مسموح بإنشاء بعد محاسبي لـ {0},
Not permitted. Please disable the Lab Test Template,غير مسموح به. يرجى تعطيل قالب الاختبار المعملي,
Note,ملاحظات,
Notes: ,الملاحظات :,
Offline,غير متصل بالنظام,
On Converting Opportunity,حول تحويل الفرص,
On Purchase Order Submission,عند تقديم طلب الشراء,
On Sales Order Submission,على تقديم طلب المبيعات,
On Task Completion,على إنجاز المهمة,
On {0} Creation,في {0} الإنشاء,
Only .csv and .xlsx files are supported currently,فقط ملفات .csv و .xlsx مدعومة حاليًا,
Only expired allocation can be cancelled,يمكن فقط إلغاء التخصيص المنتهي,
Only users with the {0} role can create backdated leave applications,يمكن فقط للمستخدمين الذين لديهم دور {0} إنشاء تطبيقات إجازة متأخرة,
Open,فتح,
Open Contact,فتح الاتصال,
Open Lead,فتح الرصاص,
Opening and Closing,افتتاح واختتام,
Operating Cost as per Work Order / BOM,تكلفة التشغيل حسب أمر العمل / BOM,
Order Amount,كمية الطلب,
Page {0} of {1},الصفحة {0} من {1},
Paid amount cannot be less than {0},لا يمكن أن يكون المبلغ المدفوع أقل من {0},
Parent Company must be a group company,يجب أن تكون الشركة الأم شركة مجموعة,
Passing Score value should be between 0 and 100,يجب أن تتراوح قيمة النجاح بين 0 و 100,
Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically,لا يمكن أن تحتوي سياسة كلمة المرور على مسافات أو واصلات متزامنة. سيتم إعادة هيكلة التنسيق تلقائيًا,
Patient History,تاريخ المريض,
Pause,وقفة,
Pay,دفع,
Payment Document Type,نوع وثيقة الدفع,
Payment Name,اسم الدفع,
Penalty Amount,مبلغ العقوبة,
Pending,معلق,
Performance,أداء,
Period based On,فترة بناء على,
Perpetual inventory required for the company {0} to view this report.,المخزون الدائم المطلوب للشركة {0} لمشاهدة هذا التقرير.,
Phone,هاتف,
Pick List,قائمة الانتقاء,
Plaid authentication error,خطأ مصادقة منقوشة,
Plaid public token error,خطأ رمزي عام منقوش,
Plaid transactions sync error,خطأ في مزامنة المعاملات المنقوشة,
Please check the error log for details about the import errors,الرجاء التحقق من سجل الأخطاء للحصول على تفاصيل حول أخطاء الاستيراد,
Please click on the following link to set your new password,الرجاء الضغط على الرابط التالي لتعيين كلمة المرور الجديدة,
Please create <b>DATEV Settings</b> for Company <b>{}</b>.,الرجاء إنشاء <b>إعدادات DATEV</b> للشركة <b>{}</b> .,
Please create adjustment Journal Entry for amount {0} ,الرجاء إنشاء تعديل إدخال دفتر اليومية للمبلغ {0},
Please do not create more than 500 items at a time,يرجى عدم إنشاء أكثر من 500 عنصر في وقت واحد,
Please enter <b>Difference Account</b> or set default <b>Stock Adjustment Account</b> for company {0},الرجاء إدخال <b>حساب الفرق</b> أو تعيين <b>حساب تسوية المخزون</b> الافتراضي للشركة {0},
Please enter GSTIN and state for the Company Address {0},يرجى إدخال GSTIN والدولة لعنوان الشركة {0},
Please enter Item Code to get item taxes,الرجاء إدخال رمز العنصر للحصول على ضرائب العنصر,
Please enter Warehouse and Date,الرجاء إدخال المستودع والتاريخ,
Please enter coupon code !!,الرجاء إدخال رمز القسيمة !!,
Please enter the designation,الرجاء إدخال التسمية,
Please enter valid coupon code !!,الرجاء إدخال رمز القسيمة صحيح!,
Please login as a Marketplace User to edit this item.,الرجاء تسجيل الدخول كمستخدم Marketplace لتعديل هذا العنصر.,
Please login as a Marketplace User to report this item.,يرجى تسجيل الدخول كمستخدم Marketplace للإبلاغ عن هذا العنصر.,
Please select <b>Template Type</b> to download template,يرجى تحديد <b>نوع</b> القالب لتنزيل القالب,
Please select Applicant Type first,يرجى اختيار نوع مقدم الطلب أولاً,
Please select Customer first,يرجى اختيار العميل أولا,
Please select Item Code first,يرجى اختيار رمز الصنف أولاً,
Please select Loan Type for company {0},يرجى اختيار نوع القرض للشركة {0},
Please select a Delivery Note,يرجى اختيار مذكرة التسليم,
Please select a Sales Person for item: {0},يرجى اختيار مندوب مبيعات للعنصر: {0},
Please select another payment method. Stripe does not support transactions in currency '{0}',يرجى تحديد طريقة دفع أخرى. Stripe لا يدعم المعاملات بالعملة '{0}',
Please select the customer.,يرجى اختيار العميل.,
Please set a Supplier against the Items to be considered in the Purchase Order.,يرجى تعيين مورد مقابل العناصر التي يجب مراعاتها في أمر الشراء.,
Please set account heads in GST Settings for Compnay {0},يرجى ضبط رؤساء الحسابات في إعدادات GST لـ Compnay {0},
Please set an email id for the Lead {0},يرجى تعيين معرف بريد إلكتروني لل Lead {0},
Please set default UOM in Stock Settings,يرجى تعيين الافتراضي UOM في إعدادات الأسهم,
Please set filter based on Item or Warehouse due to a large amount of entries.,يرجى ضبط عامل التصفية على أساس العنصر أو المستودع بسبب كمية كبيرة من الإدخالات.,
Please set up the Campaign Schedule in the Campaign {0},يرجى إعداد جدول الحملة في الحملة {0},
Please set valid GSTIN No. in Company Address for company {0},يرجى تعيين رقم GSTIN صحيح في عنوان الشركة للشركة {0},
Please set {0},الرجاء إدخال {0}\n<br>\nPlease set {0},customer
Please setup a default bank account for company {0},يرجى إعداد حساب بنكي افتراضي للشركة {0},
Please specify,رجاء حدد,
Please specify a {0},الرجاء تحديد {0},lead
Pledge Status,حالة التعهد,
Pledge Time,وقت التعهد,
Printing,طباعة,
Priority,الأولوية,
Priority has been changed to {0}.,تم تغيير الأولوية إلى {0}.,
Priority {0} has been repeated.,تم تكرار الأولوية {0}.,
Processing XML Files,معالجة ملفات XML,
Profitability,الربحية,
Project,المشروع,
Proposed Pledges are mandatory for secured Loans,التعهدات المقترحة إلزامية للقروض المضمونة,
Provide the academic year and set the starting and ending date.,تقديم السنة الدراسية وتحديد تاريخ البداية والنهاية.,
Public token is missing for this bank,الرمز العام مفقود لهذا البنك,
Publish,نشر,
Publish 1 Item,نشر عنصر واحد,
Publish Items,نشر العناصر,
Publish More Items,نشر المزيد من العناصر,
Publish Your First Items,نشر العناصر الأولى الخاصة بك,
Publish {0} Items,نشر عناصر {0},
Published Items,العناصر المنشورة,
Purchase Invoice cannot be made against an existing asset {0},لا يمكن إجراء فاتورة الشراء مقابل أصل موجود {0},
Purchase Invoices,فواتير الشراء,
Purchase Orders,طلبات الشراء,
Purchase Receipt doesn't have any Item for which Retain Sample is enabled.,لا يحتوي إيصال الشراء على أي صنف تم تمكين الاحتفاظ عينة به.,
Purchase Return,شراء العودة,
Qty of Finished Goods Item,الكمية من السلع تامة الصنع,
Qty or Amount is mandatroy for loan security,الكمية أو المبلغ هو mandatroy لضمان القرض,
Quality Inspection required for Item {0} to submit,فحص الجودة مطلوب للصنف {0} لتقديمه,
Quantity to Manufacture,كمية لتصنيع,
Quantity to Manufacture can not be zero for the operation {0},لا يمكن أن تكون الكمية للتصنيع صفراً للتشغيل {0},
Quarterly,فصلي,
Queued,قائمة الانتظار,
Quick Entry,إدخال سريع,
Quiz {0} does not exist,المسابقة {0} غير موجودة,
Quotation Amount,كمية العرض سعر,
Rate or Discount is required for the price discount.,السعر أو الخصم مطلوب لخصم السعر.,
Reason,السبب,
Reconcile Entries,التوفيق بين المدخلات,
Reconcile this account,التوفيق بين هذا الحساب,
Reconciled,فرضت عليه,
Recruitment,التوظيف,
Red,أحمر,
Refreshing,جاري التحديث,
Release date must be in the future,يجب أن يكون تاريخ الإصدار في المستقبل,
Relieving Date must be greater than or equal to Date of Joining,يجب أن يكون تاريخ التخفيف أكبر من أو يساوي تاريخ الانضمام,
Rename,إعادة تسمية,
Rename Not Allowed,إعادة تسمية غير مسموح به,
Repayment Method is mandatory for term loans,طريقة السداد إلزامية للقروض لأجل,
Repayment Start Date is mandatory for term loans,تاريخ بدء السداد إلزامي للقروض لأجل,
Report Item,بلغ عن شيء,
Report this Item,الإبلاغ عن هذا الصنف,
Reserved Qty for Subcontract: Raw materials quantity to make subcontracted items.,الكمية المحجوزة للعقد من الباطن: كمية المواد الخام اللازمة لصنع سلع من الباطن.,
Reset,إعادة تعيين,
Reset Service Level Agreement,إعادة ضبط اتفاقية مستوى الخدمة,
Resetting Service Level Agreement.,إعادة ضبط اتفاقية مستوى الخدمة.,
Response Time for {0} at index {1} can't be greater than Resolution Time.,لا يمكن أن يكون زمن الاستجابة لـ {0} في الفهرس {1} أكبر من وقت الدقة.,
Return amount cannot be greater unclaimed amount,لا يمكن أن يكون مبلغ الإرجاع أكبر من المبلغ غير المطالب به,
Review,إعادة النظر,
Room,قاعة,
Room Type,نوع الغرفة,
Row # ,الصف #,
Row #{0}: Accepted Warehouse and Supplier Warehouse cannot be same,الصف # {0}: لا يمكن أن يكون المستودع المقبوض ومستودع الموردين متماثلين,
Row #{0}: Cannot delete item {1} which has already been billed.,الصف # {0}: لا يمكن حذف الصنف {1} الذي تم تحرير فاتورة به بالفعل.,
Row #{0}: Cannot delete item {1} which has already been delivered,الصف # {0}: لا يمكن حذف الصنف {1} الذي تم تسليمه بالفعل,
Row #{0}: Cannot delete item {1} which has already been received,الصف # {0}: لا يمكن حذف الصنف {1} الذي تم استلامه بالفعل,
Row #{0}: Cannot delete item {1} which has work order assigned to it.,الصف # {0}: لا يمكن حذف الصنف {1} الذي تم تعيين ترتيب العمل إليه.,
Row #{0}: Cannot delete item {1} which is assigned to customer's purchase order.,الصف # {0}: لا يمكن حذف الصنف {1} الذي تم تعيينه لأمر شراء العميل.,
Row #{0}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor,الصف # {0}: لا يمكن اختيار Warehouse Supplier أثناء توريد المواد الخام إلى المقاول من الباطن,
Row #{0}: Cost Center {1} does not belong to company {2},الصف # {0}: مركز التكلفة {1} لا ينتمي لشركة {2},
Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,الصف # {0}: العملية {1} لم تكتمل لـ {2} الكمية من السلع تامة الصنع في أمر العمل {3}. يرجى تحديث حالة التشغيل عبر بطاقة العمل {4}.,
Row #{0}: Payment document is required to complete the transaction,الصف # {0}: مطلوب وثيقة الدفع لإكمال الاجراء النهائي\n<br>\nRow #{0}: Payment document is required to complete the transaction,
Row #{0}: Serial No {1} does not belong to Batch {2},الصف # {0}: الرقم التسلسلي {1} لا ينتمي إلى الدُفعة {2},
Row #{0}: Service End Date cannot be before Invoice Posting Date,الصف # {0}: لا يمكن أن يكون تاريخ انتهاء الخدمة قبل تاريخ ترحيل الفاتورة,
Row #{0}: Service Start Date cannot be greater than Service End Date,الصف # {0}: لا يمكن أن يكون تاريخ بدء الخدمة أكبر من تاريخ انتهاء الخدمة,
Row #{0}: Service Start and End Date is required for deferred accounting,الصف # {0}: مطلوب بداية وتاريخ انتهاء الخدمة للمحاسبة المؤجلة,
Row {0}: Invalid Item Tax Template for item {1},الصف {0}: قالب ضريبة الصنف غير صحيح للصنف {1},
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),الصف {0}: الكمية غير متوفرة {4} في المستودع {1} في وقت نشر الإدخال ({2} {3}),
Row {0}: user has not applied the rule {1} on the item {2},الصف {0}: لم يطبق المستخدم القاعدة {1} على الصنف {2},
Row {0}:Sibling Date of Birth cannot be greater than today.,الصف {0}: لا يمكن أن يكون تاريخ ميلاد الأخوة أكبر من اليوم.,
Row({0}): {1} is already discounted in {2},الصف ({0}): {1} مخصوم بالفعل في {2},
Rows Added in {0},تمت إضافة الصفوف في {0},
Rows Removed in {0},تمت إزالة الصفوف في {0},
Sanctioned Amount limit crossed for {0} {1},تم تجاوز حد المبلغ المعتمد لـ {0} {1},
Sanctioned Loan Amount already exists for {0} against company {1},مبلغ القرض المعتمد موجود بالفعل لـ {0} ضد الشركة {1},
Save,حفظ,
Save Item,حفظ الصنف,
Saved Items,العناصر المحفوظة,
Scheduled and Admitted dates can not be less than today,لا يمكن أن تكون التواريخ المجدولة والمقبولة أقل من اليوم,
Search Items ...,البحث عن العناصر ...,
Search for a payment,البحث عن الدفع,
Search for anything ...,البحث عن أي شيء ...,
Search results for,نتائج البحث عن,
Select All,تحديد الكل,
Select Difference Account,حدد حساب الفرق,
Select a Default Priority.,حدد أولوية افتراضية.,
Select a Supplier from the Default Supplier List of the items below.,حدد موردًا من قائمة الموردين الافتراضية للعناصر أدناه.,
Select a company,اختر شركة,
Select finance book for the item {0} at row {1},حدد دفتر تمويل للصنف {0} في الصف {1},
Select only one Priority as Default.,حدد أولوية واحدة فقط كإعداد افتراضي.,
Seller Information,معلومات البائع,
Send,إرسال,
Send a message,ارسل رسالة,
Sending,إرسال,
Sends Mails to lead or contact based on a Campaign schedule,يرسل رسائل إلى الرصاص أو الاتصال بناءً على جدول الحملة,
Serial Number Created,الرقم التسلسلي مكون,
Serial Numbers Created,الأرقام التسلسلية التي تم إنشاؤها,
Serial no(s) required for serialized item {0},الرقم التسلسلي (العناصر) المطلوبة للصنف التسلسلي {0},
Series,سلسلة التسمية,
Server Error,خطأ في الخادم,
Service Level Agreement has been changed to {0}.,تم تغيير اتفاقية مستوى الخدمة إلى {0}.,
Service Level Agreement tracking is not enabled.,لم يتم تمكين تتبع اتفاقية مستوى الخدمة.,
Service Level Agreement was reset.,تمت إعادة ضبط اتفاقية مستوى الخدمة.,
Service Level Agreement with Entity Type {0} and Entity {1} already exists.,اتفاقية مستوى الخدمة مع نوع الكيان {0} والكيان {1} موجودة بالفعل.,
Set,مجموعة,
Set Meta Tags,تعيين العلامات الفوقية,
Set Response Time and Resolution for Priority {0} at index {1}.,اضبط وقت الاستجابة ودقة الأولوية {0} في الفهرس {1}.,
Set {0} in company {1},قم بتعيين {0} في الشركة {1},
Setup,الإعدادات,
Setup Wizard,معالج الإعدادات,
Shift Management,إدارة الشيفت,
Show Future Payments,إظهار المدفوعات المستقبلية,
Show Linked Delivery Notes,إظهار ملاحظات التسليم المرتبطة,
Show Sales Person,عرض مندوب المبيعات,
Show Stock Ageing Data,عرض  أعمار المخزون,
Show Warehouse-wise Stock,عرض المستودع الحكيمة,
Size,الحجم,
Something went wrong while evaluating the quiz.,حدث خطأ ما أثناء تقييم الاختبار.,
"Sorry,coupon code are exhausted",عذرا ، رمز الكوبون مستنفد,
"Sorry,coupon code validity has expired",عفوًا ، انتهت صلاحية صلاحية رمز القسيمة,
"Sorry,coupon code validity has not started",عذرًا ، لم تبدأ صلاحية رمز القسيمة,
Sr,Sr,
Start,بداية,
